sku,howToUse,whenToUse,whyThisProduct
SGPM013,"1. İhtiyaca göre uygun boyut ve şekilde ragleyi seçin.
2. Geniş paneller için Trapez 12cm veya Dikdörtgen 10cm kullanın.
3. Kavisli yüzeylerde Oval 7cm tercih edin.
4. Köşe ve fitillerde Sağ Açılı Trapez 6.5cm kullanın.
5. Dar alanlarda Mini 3cm ile çalışın.","PPF, folyo, cam filmi ve duvar kağıdı uygulamalarında tüm yüzey tipleri için komple çözüm sunar. Geniş panellerden dar köşelere her alan için uygun ragle içerir.","• 5 farklı boyut ve şekil - komple çözüm
• Tüm ragleler mıknatıslı TPU
• Yerleştirme kutusu ile düzenli saklama
• Geniş alandan dar köşelere her ihtiyaç için"
SGPM014,"1. Izgaralar, farlar ve çerçeve etrafında Yuvarlak Uçlu ragle kullanın.
2. Köşeleri ve eğri kenarları Düz Uçlu Mikro ragle ile sıkıştırın.
3. Dar boşlukları Çift Taraflı Mikro Kazıyıcı ile düzeltin.
4. Kenarları ve konturları Esnek Sıkıştırıcı ile kapatın.
5. Girintili çıkıntılı alanlarda Mikro Sıkıştırıcı kullanın.
6. Kullanılmış bıçakları Mini Saklama Kutusuna atın.","Cam filmi, folyo ve PPF uygulamalarında detaylı kenar ve fitil çalışması için kullanılır. Boşluklar, köşeler ve kenarlarda hassas işçilik gerektiğinde idealdir.","• 6 farklı özel aparat - detay çalışması için
• Tüm zor alanlara özel çözümler
• Mıknatıslı TPU yapı
• Bıçak güvenlik kutusu dahil"
Q2M-ES98M,"1. Her ürünü kendi kullanım talimatına göre uygulayın.
2. Önerilen sıra: Iron → Tar → RestartWash → Bathe+ → WetCoat
3. Lastik bakımı için: TireCleaner → TireExpress
4. Ara bakımlar için: QuickDetailer veya CeramicDetailer
5. 80 ml boyut yaklaşık 3-5 uygulama için yeterlidir.
6. Ürünleri kuru ve ılıman bir ortamda saklayın.","GYEON ürün ailesini tanımak ve hangi ürünlerin ihtiyaçlarınıza uygun olduğunu test etmek için kullanılır. Seyahat, fuar veya demo amaçlı da idealdir.","• 9 farklı premium GYEON ürününü tek seferde deneyin
• Her ürün 80 ml - 3-5 uygulama için yeterli
• Yıkama, koruma, dekontaminasyon ve lastik bakımı kategorilerini kapsar
• Tam boyut almadan önce ürünü test etme imkanı
• Kompakt boyut - seyahat ve demo için ideal"
Q2M-WCS98M,"1. Dekontaminasyon: Iron → Tar → Bug&Grime sırasıyla uygulayın.
2. Ön yıkama: Foam 2021 veya RestartWash püskürtün.
3. Ana yıkama: Bathe, Bathe+ veya BatheEssence ile yıkayın.
4. Koruma: WetCoat ile ıslak yüzeye sprey sealant uygulayın.
5. Her ürünü kendi talimatına göre kullanın.",GYEON'un yıkama ve temizlik ürünlerini tanımak için kullanılır. Özellikle şampuan karşılaştırması yapmak isteyenler için ideal - 4 farklı şampuan formülünü test edebilirsiniz.,"• 4 farklı GYEON şampuanını karşılaştırmalı test edin
• Dekontaminasyon üçlüsü: Iron, Tar, Bug&Grime
• WetCoat ile kolay sprey koruma
• 9 ürün x 80 ml = 720 ml toplam içerik
• Yıkama odaklı set - Experience Set'in yıkama versiyonu"
79292,"1. Kaplama öncesi temizlik için mikrofiber beze 2-3 sprey uygulayın.
2. Yüzeyi dairesel olmayan hareketlerle silin.
3. Ürünün yüzeyde kurumamasına dikkat edin.
4. Cila sonrası kontrol için 1:3 - 1:5 oranında seyreltin.
5. Seyreltik ürünü mikrofiber bez yardımıyla uygulayın, temiz bezle kurulayın.","Seramik ve nano kaplama öncesi yüzey hazırlığında, cila sonrası yüzey kontrolünde (hare ve iz tespiti), kaplama hatalarının düzeltilmesinde kullanılır.","• IPA'lara göre daha uzun çalışma süresi
• Kaplama öncesi ideal yüzey hazırlığı
• Cila sonrası ince izleri ortaya çıkarır
• Yüzeyde kalıntı bırakmaz"
76008,"1. Yüzeye eşit şekilde püskürtün.
2. Birkaç saniye bekletin.
3. Su ile durulayın.
4. Kurumuş böcekler için yüksek basınçlı su ve/veya bir sünger kullanın.","Uzun yol sonrası tampon, ayna ve farlardaki sinek ve böcek kalıntılarını temizlemek için kullanılır.","• Zararlı kimyasallar kullanmadan etkili temizlik
• Boyaya, kromaja ve plastiğe zarar vermez
• Hem profesyonel hem bireysel kullanıma uygun"
79291,"1. Yoğun kirlilik için ürünü seyreltmeden yüzeye püskürtün.
2. Reaksiyon için 2-5 dakika bekleyin; ürün morlaşacaktır.
3. Mikrofiber bez veya fırça ile çalışın, ardından bol su ile durulayın.
4. Hafif kirlenmelerde 1:1 veya 1:2 oranında sulandırarak kullanın.","Jantlarda demir tozu birikimi, araç gövdesinde metal partikül kalıntıları, cam yüzeylerde ray tozu, seramik kaplama öncesi yüzey hazırlığı için kullanılır.","• pH nötr - hassas yüzeylerde güvenli
• Morlaşan reaksiyon göstergesi
• Jel yapı - dikey yüzeylerde tutunur
• Konsantre - seyreltmeye uygun"
Q2M-CLR500M,"1. Aracı yıkayın; demir (Q²M Iron) ve zift (Q²M Tar) kalıntılarını giderin.
2. Seyreltmeyi sprey şişesinde hazırlayın (yoğun kir: 1:10, bakım: 1:20-1:25).
3. Panele bolca püskürtün.
4. Yumuşak basınçla düz hatlar hâlinde kili gezdirin.
5. Sürtünme artarsa yeniden püskürtün; kiri hapsedilmiş kili sık sık yoğurun.
6. Panel bittiğinde suyla durulayın.","Polisaj veya kaplama öncesi boya hazırlığı, cam ve sunroof temizliği, jant ve bijon yuvalarında kil kaydırıcı olarak kullanılır.","• Aşırı kayganlık - kil iz bırakma riskini ortadan kaldırır
• 500 ml = 13 L kullanıma hazır kaydırıcı (1:25)
• pH nötr - koruyucu katmanları bozmaz
• Kalıntısız - polisaj veya kaplamaya hemen geçilebilir"
Q2M-IR4000M,"1. Aracın serin, gölgede ve yıkanmış olduğundan emin olun.
2. Şişeyi çalkalayın, yüzeye 15 cm mesafeden bolca püskürtün.
3. 2-3 dakika mor renk oluşumunu izleyin; kurumasına izin vermeyin.
4. İnatçı kirde yumuşak fırça veya mikrofiberle hafifçe yayın.
5. Basınçlı suyla artığı tamamen durulayın.
6. Yüzey pütürlüyse kil bara geçin.",Profesyonel detay stüdyoları ve yıkamacılar için ekonomik paket. Jant ve boya dekontaminasyonu için idealdir.,"• 4 litrelik ekonomik profesyonel paket
• pH nötr - hassas metallerde güvenli
• Jel kıvamı - dikey panellerde akmaz
• REDEFINED serisi - artırılmış performans"
Q2M-IWCR4000M,"1. Jantların soğuk ve önceden durulanmış olduğundan emin olun.
2. Jant ve fren kaliperine bolca sıkın.
3. 1-2 dakika formülün kirleri çözmesini bekleyin.
4. Ağır kir için WheelBrush veya WheelMitt ile nazikçe fırçalayın.
5. Yüksek basınçlı suyla tam durulayın.","Profesyonel detay stüdyoları, yıkamacılar ve endüstriyel bakım için ekonomik 4 litrelik paket.","• 4 litrelik profesyonel ambalaj - yaklaşık 40 araç için yeterli
• Jel formül - akmaz
• pH nötr - tüm jant kaplamalarında güvenli
• Hoş muz kokusu"
Q2M-CCE,"1. Aracı yıkayın, durulayın. Tar/Iron dekontaminasyonu yaptıysanız iyice durulayın.
2. Kili 4-6 parçaya bölün, ılık suda yumuşatın, disk şekline getirin.
3. Yüzeyi bolca Q²M ClayLube ile ıslatın.
4. Hafif baskı ile düz hatlarda ileri-geri hareket edin; pütür hissi kaybolana dek devam edin.
5. Kili sık sık katlayın; kirli yüzeyi içe hapsedin.
6. Panel bitince yüzeyi su ile çalkalayın veya köpüklü şampuanla yıkayın.","Ağır katmanlı kontaminasyonlar, sprey boya ve inşaat tozu, reçine lekeleri, jant yüzeyleri, polisaj öncesi hazırlık için kullanılır.","• Kimyasal direnç - Iron/Tar ile birlikte kullanılabilir
• Hızlı sonuç - dekontaminasyon süresini %50 kısaltır
• 100 gr - 3-4 araç için yeterli
• Polybutene reçine - uzun ömürlü"
700210,"1. Yüzey serin ve kuru olmalı; doğrudan güneş altında çalışmayın.
2. Şişeyi çalkalayın, hedef bölgeye homojen film olarak sıkın.
3. 2-5 dakika mor renge dönene kadar bekleyin; kurumasına izin vermeyin.
4. İnatçı kirde yumuşak jant fırçası kullanın.
5. Bol su veya yüksek basınçla tamamen arındırın.
6. Panel panel ilerleyin.","Profesyonel detay stüdyoları ve yıkamacılar için ekonomik paket. Jant, kaporta ve cam dekontaminasyonu, seramik kaplama öncesi hazırlık için kullanılır.","• 4.54 L konsantre = 9 L kullanıma hazır ürün
• Morlaşan reaksiyon göstergesi
• Jel kıvam - uzun temas süresi
• Kiraz aroması - düşük sülfür kokusu"
70864,"1. Soğuk ve kuru janta uygulayın.
2. Şişeyi çalkalayın, janta 15-20 cm mesafeden eşit yoğunlukta sıkın.
3. 1-2 dakika ürünü yüzeyde bırakın; kurumasına izin vermeyin.
4. Opsiyonel: Orta sert fırça ile kirleri gevşetin.
5. Tercihen yüksek basınçlı suyla üstten aşağı iyice durulayın.","Haftalık/yıkama öncesi fren tozu temizliği, detaylı jant bakımı, araç teslimat öncesi son dokunuş için kullanılır.","• Asit, hidroksit ve fosfat içermez - güvenli formül
• Koruyucu antioksidan film bırakır
• Köpük tetik - dikey yüzeylerde derin temizlik
• Tüm araç türlerinde etkili"
76006,"1. Ürünü kuru bir yüzeye doğrudan püskürtün.
2. Mümkünse, yüksek basınçlı suyla durulayın.
3. Yüksek basınç yoksa, sünger yardımıyla temizleyin ve suyla durulayın.",Her marka ve model araç jantlarında fren tozu ve inatçı kir temizliği için kullanılır.,"• Enzimli formül - inatçı kirleri çözer
• Yüzeylere zarar vermez
• Koruyucu antioksidan film bırakır
• Temiz ve parlak görünüm"
MGPS-2019KM,"1. Aracı pH nötr şampuanla yıkayıp durulayın.
2. Kil kaydırıcısı hazırlayın (GYEON ClayLube önerilir).
3. Kil hamurundan avuç içi kadar koparın, yoğurup disk hâline getirin.
4. Çalışacağınız paneli bol kaydırıcıyla ıslatın.
5. Kili hafif baskıyla ileri-geri hareketlerle kaydırın.
6. Pütür hissi kaybolunca panel temizdir; mikrofiber bezle silin.
7. Kir biriktikçe kili katlayıp temiz yüzeyi ortaya çıkarın.","Hızlı wax hazırlığı, endüstriyel toz ve su lekesi temizliği, PPF/seramik kaplama öncesi, bakım yıkamalarında, polisaj öncesi hazırlık için kullanılır.","• Orta sert güç - ince kilin alamadığı kirleri söker
• Mikro çizik önleme - hologram riskini azaltır
• Renk kodlu mavi - topladığı kirleri görmenizi sağlar
• 100 gr - 10-20 araç için yeterli"
MGPS-2019KH,"1. Aracı pH nötr şampuanla yıkayıp durulayın.
2. Bol miktarda kil kaydırıcısı sıkın.
3. 100 gr barın yarısını koparıp yoğurun ve disk hâline getirin.
4. Kili hafif baskıyla ileri-geri ve çapraz hareketlerle kaydırın.
5. Direnç azaldığında panel temizlenmiş demektir.
6. Kir toplandıkça kili katlayıp temiz yüzeyi ortaya çıkarın.
7. Hafif polisaj + koruyucu ile parlaklığı mühürleyin.","Polisaj öncesi derin temizlik, boya overspray ve zift temizliği, endüstriyel fallout giderme, PPF/seramik kaplama hazırlığı için kullanılır.","• Yüksek aşındırıcılık - en zorlu kirleri söker
• Profesyonel seviye - detaycılar için ideal
• Mor renk - kir takibini kolaylaştırır
• 100 gr - 10-20 araç için yeterli"
Q2M-TR4000M,"1. Aracın yıkanmış ve serin olduğundan emin olun.
2. Yüzeye 15-20 cm mesafeden homojen şekilde püskürtün; panel panel çalışın.
3. 1-2 dakika reaksiyon için bekleyin; kurumasına izin vermeyin.
4. Gerekirse mikrofiberle nazikçe silin.
5. Yüzeyi suyla durulayın.",Profesyonel detay stüdyoları ve yıkamacılar için ekonomik 4 litrelik paket.,"• 4 litrelik profesyonel paket - yaklaşık 40 araç için yeterli
• Tar, reçine ve yapışkanları tek adımda söker
• LOW VOC - az koku
• pH nötr - seramik ve PPF güvenli"
Q2M-BGYA1000M,"1. Kirli bölgeye 15-20 cm mesafeden bolca sıkın.
2. 1-2 dakika kirleri çözmesine izin verin; yüzeyde kurutmayın.
3. Basınçlı suyla yukarıdan aşağıya iyice yıkayın.
4. Amblem, kapı içi gibi zorlu bölgelerde yumuşak fırça kullanın.
5. Kalıntı kaldıysa adımları tekrarlayın.","Uzun yol sonrası temizlik, yaz dönemi far bakımı, kaplama destekli ön yıkama, fırçasız böcek çözümü için kullanılır.","• 1000 ml ekonomik paket
• Hibrit formül - şampuan + solvent sinerjisi
• Fırçasız temizlik - çizik riski yok
• Kaplama ve wax dostu"
79293,"1. Ürünü seyreltilmeden (saf) kullanın.
2. İşlem yapılacak yüzeyin soğuk ve gölgede olduğundan emin olun.
3. Ürünü doğrudan ziftli veya kirli yüzeye püskürtün.
4. 2-5 dakika reaksiyon süresi tanıyın; kurumasına izin vermeyin.
5. Yumuşak mikrofiber bezle kalıntıyı silin veya bol su ile durulayın.
6. İnatçı kalıntılarda işlemi tekrarlayın.","Kaporta üzerindeki zift, asfalt ve reçine kalıntıları, cam yüzeylerde bant ve film kalıntıları, etiket/sticker/folyo sökümü sonrası yapışkan artıkları için kullanılır.","• Solvent içermez - yüzeye nazik
• Su bazlı - yavaş buharlaşan formül
• Seramik kaplama öncesi ideal yüzey hazırlığı
• EDTA/NTA ve fosfat içermez"
Q2M-WSYA1000M,"1. Aracı pH nötr şampuanla yıkayın ve yüzeyi kurulayın.
2. 15-20 cm mesafeden lekeye sıkın; panel panel çalışın.
3. Maksimum 30 saniye bekleyin; kurumasına izin vermeyin.
4. Yumuşak mikrofiberle tek yönlü silin.
5. Duru suyla veya Q²M Prep ile kalıntıları tamamen uzaklaştırın.
6. İnatçı lekede adımları yenileyin.","Yıkama sonrası su lekesi silme, seramik kaplama bakımı, cam ve ayna kireç çözme, sert su bölgesi bakımı için kullanılır.","• 1000 ml ekonomik paket
• pH 2 asidik güç - mineral kalıntılarını anında parçalar
• Seramik kaplama güvenli
• Pasta gerektirmez"
701350,"1. Uygulama yapılacak yüzeyin soğuk ve gölgede olduğundan emin olun.
2. Her seferinde tek bir panel üzerinde çalışın.
3. Ürünü yüzeye püskürtün, birkaç dakika bekletin.
4. Mikrofiber aplikatör veya yumuşak fırça ile dikey-yatay hareketlerle yaydırın.
5. Bol su ile (tercihen basınçlı) durulayın.","Profesyonel detay stüdyoları için ekonomik paket. Yoğun kireç ve mineral kalıntısı temizliği, koruyucu tabaka sökümü için kullanılır.","• 4.54 Lt profesyonel paket - yaklaşık 30 araç için yeterli
• pH 1.5 güçlü asidik dekontaminasyon
• Jel kıvam - dikey yüzeylerde akmaz
• EDTA/NTA ve ek fosfor içermez"
700888,"1. Manuel kullanım için 1:3 ila 1:5 oranında seyreltin.
2. Otomatik yıkamacılarda 10-30 ml/araç dozajında kullanın.
3. Seyreltilmiş ürünü jant yüzeyine uygulayın.
4. Birkaç dakika bekletin, kurumasına izin vermeyin.
5. Bol su ile durulayın.","Otomatik yıkama hatları, profesyonel yıkamacılar ve filo bakımı için ekonomik endüstriyel paket.","• Yüksek temizleme gücüne sahip asitli deterjan
• Karbon kirleri üzerinde olağanüstü etki
• Jantların ilk günkü parlaklığını sağlar
• 25 kg endüstriyel paket - yüksek ekonomi"
79304,"1. Aracı SP1 Prewash ve S2 Foamy ile yıkayın, dekontaminasyon ürünleriyle hazırlayın.
2. Ürünü kullanmadan önce iyice çalkalayın.
3. 60 cm mesafeden alttan yukarıya doğru ıslak yüzeye spreyleyin.
4. 15 saniye bekledikten sonra su perdesi tekniğiyle durulayın.
5. Mikrofiber kurutma bezile (Micron XXL gibi) kurulayın.","Araç yıkama sonrası kurutma adımında, seramik kaplamalı araçların bakımında ve bez izi olmadan parlatma gerektiren hızlı yıkama uygulamalarında kullanılır.","• Anında hidrofobik etki - saniyeler içinde su itici film
• Fırçasız uygulama imkanı - köpük püskürtücü ile
• 3 aya kadar koruma süresi
• Seramik kaplamaları destekler ve ömrünü uzatır"
Q2M-QDYA1000M,"1. Yüzeyi tozdan arındırın, güneşten kaçının.
2. PolishWipe bezine 2-3 fıs sıkın.
3. Paneli hafif basınçla ince film halinde kaplayın.
4. SoftWipe ile iz kalmayana kadar silin.
5. Islak panelde uyguladıysanız SilkDryer EVO ile tek geçişte kurulayın.","Yıkama sonrası kurutma adımında su lekesi önlemek, hafta içi hızlı rötuş yapmak, araç gösterileri öncesi kusursuz yansıma sağlamak ve servis teslimi öncesi hızlı finish için kullanılır.","• Anında showroom parlaklığı - sprey-sil yöntemiyle
• Ultra kaygan film - eldiven ve havlu yüzeyde yağ gibi kayar
• Islak/kuru esnekliği - kurutma yardımcısı olarak da kullanılır
• Kaplama ve wax dostu - mevcut korumayı güçlendirir"
79301,"1. Ürünü doğrudan kuru veya ıslak yüzeye 2-3 kez püskürtün veya mikrofiber beze sıkın.
2. Mikrofiber bez ile dairesel hareketlerle yüzeye yayın.
3. Temiz bir bezle son parlatma işlemini yapın.
4. Ürün kuruma yapmadan silin.
5. Maksimum etki için 7 saat bekleyin.","Kurutma öncesi ıslak yüzeylerde, kurulanmış araçlarda son kat parlaklık için, iç mekan plastik yüzeylerde ve önemli etkinlik veya teslimat öncesinde hızlı parlatma için kullanılır.","• 3 etki bir arada: Temizler, parlatır ve korur
• Nanoteknoloji dostu - seramik kaplamalarla uyumlu
• Leke ve iz giderici - kireç lekeleri ve taze çizgilere karşı etkili
• İpeksi dokunuş ve renk derinliği sağlar"
Q2M-CRYA250M,"1. Yüzey toz ve kirden arındırılmış olsun.
2. Mikrofiber bez (PolishWipe/SoftWipe) üzerine 2-3 fıs sıkın.
3. Dairesel veya düz geçişlerle ince film oluşturun.
4. Kuru bezin temiz yüzeyiyle parlaklık çıkana dek hafifçe bufflayın.
5. Islak kullanım için durulama sonrası 1 fıs, SilkDryer ile kurulayın.","Taze seramik kaplama stabilizasyonunda (ilk 2 haftada su lekesi önleme), haftalık bakım detayında hidrofobi yenilemek için ve kaplamasız araçlarda 6 haftalık hızlı cila sağlamak için kullanılır.","• SiO² destekli formül ile gerçek kuvars koruma
• Hidrofobi takviyesi - kaplama ömrünü uzatır
• Su lekesi kalkanı - yeni kaplamada kritik ilk günlerde koruma
• Çarpıcı parlaklık ve koyuluk - boya tonunu derinleştirir"
